,acea,aceb,acek,fabb,fabd,fabg,fabh,fadd,fade,fadh,fadi,fadj,fadr,hipa,hipb,iclr
HU_hupB_LB_exp_r1,7.74951,7.61611,7.58973,11.4574,10.7397,12.4043,10.5842,7.83467,8.69554,8.72618,8.58751,9.27468,9.57043,7.75916,8.02764,8.35369
HU_hupB_LB_trans_r1,7.79092,7.81058,7.61625,12.4087,10.9934,12.4025,10.8073,7.82696,8.49321,8.73728,8.2487,9.20264,9.42128,7.94326,8.71652,8.50967
HU_hupB_LB_stat_r1,13.1428,12.9686,8.63412,12.3378,9.86305,12.097,10.2683,9.25799,9.08398,9.30833,8.84917,9.78032,9.04048,7.77996,7.85188,8.49987
HU_hupAB_LB_exp_r1,8.53711,8.25296,7.58871,11.1815,11.363,12.6264,11.2983,8.54023,9.14323,9.00803,8.84442,9.58597,9.39827,7.91104,8.07207,8.53689
HU_hupAB_LB_exp_r2,8.56549,8.30256,7.72602,11.5699,10.7205,11.8173,10.8137,7.84881,9.16368,9.13137,8.72344,9.12049,9.09413,7.35311,7.23875,8.35255
HU_hupAB_LB_trans_r1,8.87274,8.73432,7.50052,11.4695,10.962,12.4,10.7049,8.07292,9.0403,9.08627,8.74677,9.68108,9.49354,8.0617,8.39433,8.34045
HU_hupAB_LB_stat_r1,13.2577,12.9686,8.78835,11.4244,10.4228,12.3613,10.4304,9.1673,9.72726,10.127,9.57783,10.5094,9.6728,7.6351,8.19461,8.76627
HU_hupAB_LB_stat_r2,12.9094,12.9019,8.86839,11.4376,10.6528,12.3212,10.7531,9.05579,9.22525,10.2447,9.69863,10.4802,9.45923,7.81452,7.85651,8.77081
HU_rpoS_LB_exp_r1,8.50716,8.56514,7.84106,12.1518,11.5339,12.5856,11.445,7.92023,8.38846,9.00447,9.08035,9.24253,9.67124,7.80325,8.54185,9.06543
HU_rpoS_LB_stat_r1,13.6491,13.4065,9.15464,12.7947,9.9305,11.5926,9.93175,10.3991,9.45094,9.79754,9.69283,10.3927,9.45275,7.55788,7.75567,9.41242
HU_wt_M9glu_exp_r1,8.68376,9.24128,7.78514,11.5183,10.599,12.5985,10.532,7.87112,8.44055,8.60248,8.35439,8.94761,9.09357,7.89858,8.57744,8.46495
HU_wt_M9gly_exp_r1,7.95886,8.03628,7.57692,11.2124,10.5589,12.5297,10.1467,8.03241,8.5508,8.33203,8.28024,8.79578,9.7015,7.94612,8.63792,8.56895
HU_wt_M9glu_stat_r1,9.34381,9.66191,7.88216,11.1717,9.13346,11.8323,9.413,10.3823,9.65851,9.56707,9.77796,10.6163,10.3762,7.78658,7.52197,8.70064
HU_wt_M9gly_stat_r1,7.9366,8.2897,7.41721,10.172,10.2504,12.3248,10.0955,8.16179,9.18687,8.82313,8.48304,8.75919,9.51198,7.98828,7.6715,8.23228
HU_hupAB_M9glu_exp_r1,10.2641,10.54,8.22661,11.6273,10.7056,12.2939,10.5328,7.82382,8.47898,8.6676,8.0897,8.78121,9.22489,7.3443,7.67078,8.84549
HU_hupAB_M9gly_exp_r1,8.40369,8.85314,7.7495,11.3551,10.7719,12.2427,10.5197,7.85511,8.91492,8.68032,8.12307,8.8648,9.34404,7.70258,7.96057,8.37799
HU_hupAB_M9glu_stat_r1,9.23531,9.00399,7.81322,10.515,9.08775,12.058,9.52848,10.3431,9.69156,10.764,9.90665,10.9565,9.9168,8.0541,7.4233,8.52375
HU_hupAB_M9gly_stat_r1,8.48716,8.66104,8.13517,11.0157,8.66104,11.7881,9.15337,9.55154,8.86938,9.62685,9.35744,10.6531,10.3075,7.44181,7.69542,8.39038
rpoS_min_wt_exp_r1,10.0925,10.9299,8.34739,11.3892,10.2083,12.0703,10.8206,7.95071,7.73781,8.65618,7.31306,8.22396,8.48399,7.35043,7.05321,8.45343
rpoS_min_wt_exp_r2,10.0822,10.34,8.66556,10.7783,8.90038,10.5752,9.71895,8.02296,7.56702,9.20028,8.12004,8.49568,8.23417,7.49309,6.74283,8.62199
rpoS_min_wt_exp_r3,10.3762,10.6457,8.25533,11.0533,9.18485,11.0002,10.2903,7.64525,7.81605,9.23261,7.94831,8.51366,8.48149,7.52882,6.74692,8.60727
rpoS_min_wt_stat_r1,14.1228,13.7405,9.85465,10.4473,8.29945,10.8817,9.15453,8.44617,8.19346,9.40858,8.3344,9.58331,8.3881,8.12561,7.27073,8.83645
rpoS_min_wt_stat_r2,13.9688,13.6955,9.85532,10.3967,8.26688,10.5214,9.38778,8.72799,8.18168,9.55718,8.49592,9.43566,8.22176,7.91124,7.15724,8.98479
rpoS_min_wt_stat_r3,13.8589,13.6201,9.68871,10.2652,8.35478,10.1224,8.83545,8.13185,7.68935,10.0052,8.3938,9.71283,8.03759,7.44853,6.66471,8.75359
rpoS_min_K_rpoS_exp_r1,12.099,12.0888,9.81656,10.353,10.2214,12.1186,10.8746,8.42182,7.92976,9.0595,7.92788,8.79309,8.9282,8.05918,7.33258,9.06549
rpoS_min_K_rpoS_exp_r2,12.6158,12.3182,10.3609,10.3018,9.94901,11.822,10.395,7.97156,7.79748,8.82401,7.92203,8.63244,8.63025,7.53594,7.0321,9.17387
rpoS_min_K_rpoS_exp_r3,12.9515,12.7652,9.8742,10.8737,10.1558,11.9378,10.5121,7.81488,8.13694,8.91742,7.59187,8.47084,8.62293,7.11072,6.57833,8.93538
rpoS_min_K_rpoS_stat_r1,13.5165,13.4251,9.3512,9.85725,7.857,9.37456,8.33605,8.34817,7.97591,9.9929,8.50781,9.80643,8.30769,8.06224,7.11632,8.73451
rpoS_min_K_rpoS_stat_r2,12.7971,13.1983,8.78271,9.7858,7.61958,9.03002,8.33873,8.57252,7.87571,9.40363,8.45367,9.80327,8.74021,8.16643,7.04579,8.90662
rpoS_min_K_rpoS_stat_r3,12.3335,12.4138,8.5407,9.88377,7.70129,9.27919,8.27861,8.21,8.15135,9.69086,8.58326,10.1278,8.34427,7.93752,6.94545,8.79073
bform_biofilm_attachment_r1,11.5636,11.2889,8.99263,11.3739,10.4577,12.3314,10.807,8.50147,8.01648,8.04364,8.33448,8.50726,9.81424,6.59834,6.26491,9.49951
bform_biofilm_attachment_r2,11.6907,11.257,9.2403,11.4207,10.6197,12.5414,10.9897,8.48011,7.99221,8.14884,8.28139,8.52703,9.82162,6.78964,6.52346,9.35311
bform_biofilm_attachment_r3,11.6404,10.6301,9.09611,11.8698,10.0298,12.4479,10.6161,8.44057,8.15197,7.83808,8.25646,8.86173,9.72929,6.70343,6.16007,9.48644
bform_biofilm_colony_r1,10.6251,11.1539,8.93298,11.8031,10.4005,12.2215,11.3234,8.5646,7.91888,7.65208,8.19868,8.83531,9.8583,6.79288,6.24056,9.8012
bform_biofilm_colony_r2,10.7721,11.0264,8.81863,11.7742,10.4475,12.5041,11.0531,8.40722,7.67084,7.7673,8.12933,8.7959,9.87284,6.87599,6.21608,9.45529
bform_biofilm_colony_r3,10.0838,10.379,8.59387,12.2802,9.76791,11.9469,10.5682,8.35815,7.47228,7.57508,7.80924,8.36708,9.74137,7.09253,6.24985,9.60987
bform_plank_exp_r1,11.5391,11.5221,8.84741,11.7837,10.6641,12.4356,10.8611,8.40219,8.66836,8.19517,8.50108,9.05381,9.67299,7.2696,6.68225,8.63207
bform_plank_exp_r2,12.0626,11.8211,8.83937,11.5695,10.5636,12.3199,10.7135,8.22882,8.32478,8.33747,8.37629,9.05609,9.50167,7.63613,6.91067,8.76326
bform_plank_exp_r3,11.9264,11.8035,8.91461,11.6472,10.6105,12.2466,10.8083,8.36263,8.13542,8.26565,8.29369,9.1048,9.38022,7.42188,6.70296,8.74328
bform_biofilm_maturation_r1,9.90697,10.3063,8.10317,11.792,9.69161,11.4332,10.5096,8.22169,8.16665,7.9631,8.38573,8.9711,9.42799,7.30653,7.0361,8.75355
bform_biofilm_maturation_r2,9.90826,10.1946,7.85663,11.7074,9.73248,11.5939,10.3848,7.95145,8.18307,7.90738,8.11123,8.79777,9.31416,7.18435,6.80228,8.5353
bform_biofilm_maturation_r3,9.78839,9.80059,8.0861,11.5297,9.30669,10.4864,10.027,7.97477,7.63445,7.63608,8.07464,8.27193,9.19845,7.06635,6.74877,8.80426
bform_plank_stat_r1,11.0563,10.0911,8.23059,9.95806,9.39776,11.0271,9.90597,11.4295,11.3033,9.60132,9.23009,10.2639,8.68676,7.00547,7.10259,7.43785
bform_plank_stat_r2,10.7461,9.72079,7.74523,9.91938,9.20415,10.8465,9.83963,11.4982,11.9979,9.52417,9.42295,10.2236,8.98696,6.91467,7.27775,6.88935
bform_plank_stat_r3,10.823,9.9485,7.92349,9.78813,9.15536,10.9481,9.93951,11.4931,11.9159,9.48412,9.15057,10.4431,9.01402,6.9335,7.28504,7.14586
high_density_serine_hydrox_t1_r1,13.7655,13.8562,9.53903,11.4102,9.80485,11.7384,10.2731,7.74946,9.04165,8.67337,8.35706,8.91295,9.06103,7.89777,8.02578,9.13061
high_density_serine_hydrox_t1_r2,13.8999,13.9356,9.60559,11.3494,9.93407,11.9364,10.2622,7.62519,8.96298,8.84725,8.53773,9.13252,9.19288,8.08359,7.93374,8.99123
high_density_serine_hydrox_t1_r3,13.962,13.9643,9.65639,11.318,9.95422,11.9441,10.3699,7.63176,8.94147,8.65681,8.53106,9.03558,9.02894,7.84849,7.93098,9.11155
high_density_heat_shock_r1,10.8248,10.6643,9.65173,9.48709,8.35798,8.65963,8.99709,8.61338,9.2909,9.19568,8.7748,8.7467,9.70495,8.76446,8.0727,8.04964
high_density_heat_shock_r2,10.7858,10.594,9.37462,9.30358,8.61459,8.96032,9.27893,9.03158,9.20955,9.01319,8.5446,8.70191,9.2232,8.32226,8.22562,8.2513
high_density_heat_shock_r3,10.796,10.5541,9.33888,9.48674,8.39698,8.99615,9.02022,9.03614,9.308,8.88153,8.20634,8.73598,8.96033,8.49032,8.26332,7.7573
high_density_heat_shock_IPTG_r1,10.0802,9.93246,8.85682,9.3134,7.812,8.51849,8.64903,8.77949,8.22408,9.27438,8.38475,9.0579,8.8255,8.75535,8.06442,8.63745
high_density_heat_shock_IPTG_r2,10.0955,10.1005,8.84977,9.16931,7.83452,8.55521,8.60215,8.87559,8.4009,9.24432,8.59619,9.48294,8.97752,8.70851,7.93578,8.67935
high_density_heat_shock_IPTG_r3,10.4527,10.377,9.02586,9.29624,7.69801,8.61314,8.26385,9.08465,8.71092,8.98869,8.31316,8.67253,8.51321,8.63697,7.81694,8.36853
dilution_t1_r1,8.36959,8.66243,8.07899,12.1306,10.9925,12.3084,10.9284,7.86501,8.57105,9.1506,8.3941,9.11103,8.71824,7.69226,7.63949,9.03862
dilution_t1_r2,7.92065,7.89212,7.98277,12.3469,11.2084,12.4666,11.2674,8.1591,8.7113,9.07121,8.31608,8.73447,9.03837,7.8164,8.00284,8.96727
dilution_t2_r1,8.15759,8.42177,8.04456,11.8549,10.5287,11.951,10.7986,7.80834,8.3043,9.36889,7.94684,8.79189,8.51003,7.67959,7.38175,8.87637
dilution_t2_r2,8.0321,8.21144,7.88323,11.6516,10.6877,11.9471,10.6946,7.59084,8.25861,9.22962,7.89445,8.73967,8.58818,7.69553,7.1942,8.60577
dilution_t3_r1,7.9993,7.86944,7.97921,11.6432,10.0469,10.8799,9.95567,7.39711,8.48017,9.21434,7.93258,9.00192,8.31196,7.64006,7.2981,8.52302
dilution_t3_r2,7.99233,8.03161,8.0265,11.5168,9.99876,11.0092,9.92548,7.49896,8.37249,9.28657,8.2194,9.19126,8.46349,7.70106,7.22095,8.53376
dilution_t4_r1,10.2522,11.3329,8.14191,12.2412,9.0981,11.092,9.40321,7.63508,8.76513,9.99568,8.05121,9.47235,8.54537,7.84565,7.54683,9.15346
dilution_t4_r2,10.1123,10.7496,8.20482,11.8255,9.28712,10.6767,9.27975,7.43226,8.63056,9.63889,7.98654,9.32014,8.52861,7.77218,7.56363,9.21619
dilution_t5_r1,10.3255,10.7272,7.63649,11.2166,8.62414,10.3805,8.90975,7.6205,8.75337,9.6654,7.92878,8.90038,8.07379,7.73712,7.31377,7.99452
dilution_t5_r2,10.0923,10.6782,8.39823,10.8516,7.83272,9.62903,8.28517,8.12118,8.50365,9.99808,8.18762,9.73048,8.21718,8.37933,7.65149,8.39287
dilution_t6_r1,11.4012,11.5576,7.79785,12.2851,8.85649,11.3708,9.37559,8.49448,8.66708,9.13581,8.35828,9.16363,8.30106,8.51681,7.50075,7.56081
dilution_t6_r2,11.0924,11.6037,8.39339,11.5288,8.30973,10.272,8.8079,8.30764,8.28573,9.58619,8.51673,9.74513,8.42646,8.46277,7.301,8.85621
dilution_t7_r1,11.5577,11.9987,8.48634,11.9206,8.08267,10.4857,8.8241,7.69115,8.33996,9.95632,8.21695,9.70921,8.29264,8.23132,7.49072,8.52598
dilution_t7_r2,10.4749,10.6315,7.87388,11.0457,7.84357,9.68807,8.38129,8.02152,8.30781,9.96989,7.89498,9.77276,8.31021,8.60945,7.62104,8.33662
dilution_t8_r1,8.83842,9.97095,7.73843,11.0862,7.6334,9.71161,8.53922,8.98824,8.66488,8.94027,7.75063,8.6103,8.3707,9.24713,7.97298,7.77532
dilution_t8_r2,8.85531,9.67252,8.28118,9.85834,8.00778,9.65395,8.84038,8.70366,8.58957,9.46221,8.89671,9.53804,8.80232,9.40906,7.96213,8.76818
Fp_K12_exp_r1,8.91578,8.21949,9.12963,10.0572,8.49665,9.15809,9.3043,6.01833,8.50356,8.9467,8.60259,8.52508,8.24218,7.39053,7.08706,9.00018
Fp_K12_exp_r2,11.4809,11.9256,8.46168,11.1694,10.5281,12.6943,10.6111,7.66058,8.14631,8.47737,8.27563,8.87127,9.58255,7.6077,7.87138,8.93139
Fp_K12_stat_r1,13.6504,13.1744,9.01785,11.9276,10.2083,12.233,10.261,8.04718,9.16098,9.34235,9.37171,9.98543,9.31079,6.99293,7.21078,9.1174
Fp_K12_stat_r2,10.8721,11.8534,8.19611,12.4786,10.6017,12.1617,10.6643,7.90037,8.37347,8.69517,8.10274,8.73845,9.67612,7.76083,7.95059,8.44843
Fp_K12_biofilm_r1,9.95644,9.79295,8.15197,10.8252,10.4609,12.1047,10.2676,7.50603,8.48505,8.76621,8.47789,8.69161,8.86539,8.95331,11.1433,8.17155
Fp_K12_biofilm_r2,9.81711,9.62688,7.82182,10.4544,10.2602,12.1096,9.80891,7.47131,7.86175,8.3976,8.30027,8.81751,8.47762,8.42126,11.0101,8.41566
Fp_K12_biofilm_r3,8.33955,6.93208,8.25113,9.07883,7.82189,10.8463,8.583,7.10856,7.54269,8.56425,8.49523,8.04436,8.57593,7.05754,9.85865,8.18163
Fp_MG1655_exp_r1,12.2847,13.3685,9.44405,11.6007,11.2306,12.8895,11.3081,8.06231,8.57384,8.44883,8.4515,9.08524,9.02541,8.10817,8.75701,8.84633
Fp_MG1655_exp_r2,12.2726,12.7691,8.90434,11.6935,11.1106,12.4963,11.3137,7.93535,8.1104,8.40245,8.21327,8.72226,9.13448,7.87349,8.47411,8.74036
Fp_MG1655_stat_r1,9.99046,11.3514,7.81233,10.1972,9.90857,11.5754,10.2974,9.58237,10.2826,9.35272,8.99697,10.0747,8.93538,7.67043,7.99508,7.85396
Fp_MG1655_biofilm_r1,9.39227,10.2384,7.53796,11.3272,10.673,11.93,10.4305,7.30311,8.23133,7.91222,7.96898,9.08415,8.90606,7.9549,8.96754,8.57296
Fp_MG1655_biofilm_r2,8.82874,9.75044,7.90362,11.4004,9.74134,11.653,10.0197,8.002,8.53849,8.4639,8.05635,9.32337,8.55157,8.69017,8.03788,7.50147
Fp_MG1655_biofilm_r3,8.57944,7.25918,8.84856,8.72076,8.62784,9.24313,9.62511,7.18437,8.40174,9.33213,8.54306,8.22921,8.45148,7.24945,7.386,8.41842
Fp_MG1655_pBR322_biofilm_r1,7.85555,8.31929,7.22503,12.2985,10.6739,12.3142,10.5345,7.79674,8.15079,7.99109,8.0117,8.98012,9.16493,7.68952,8.7692,8.61287
Fp_MG1655_pBR322_biofilm_r2,8.09487,8.61488,7.62985,12.1941,10.7291,12.5743,10.9225,7.86965,8.71434,8.47641,8.36942,8.9763,9.22029,7.89294,8.46774,8.70718
Fp_MG1655_pBR322_biofilm_r3,8.47532,7.9461,7.97546,8.83096,6.70344,9.68195,8.42768,7.24568,8.01225,8.91688,8.46772,8.81705,8.84904,7.29867,8.04974,8.00163
Fp_MG1655_pNCF_biofilm_r1,8.92549,7.54703,8.87289,9.67536,8.84743,8.83963,9.73105,6.31723,8.46133,9.44215,8.71039,8.50696,8.35791,6.50011,6.6446,8.14036
Fp_MG1655_pNCF_biofilm_r2,8.69959,8.7062,8.83612,10.2041,9.39876,10.0364,10.1646,5.87667,8.22057,8.82706,8.1097,8.3503,8.53763,6.79668,6.87715,8.04668
Fp_MG1655_pNCF_biofilm_r3,8.62246,9.2845,8.77941,10.5894,9.03946,9.98911,9.76692,7.22284,8.13107,8.64676,7.40013,8.48623,8.79959,7.04259,6.54092,7.56803
